TransactionID,CustomerID,ProductID,TransactionDate,SignupDate,CustomerName,Region,ProductName,Category,Quantity,Price,TotalValue,YearMonth
T00741,C0079,P007,2024-02-22 15:13:43,2022-02-02,Brian Murillo,North America,SoundWave Cookbook,Books,2,420.15,840.3,2024-02
T00945,C0193,P007,2024-05-22 21:58:39,2023-02-03,Douglas Torres,Asia,SoundWave Cookbook,Books,3,420.15,1260.45,2024-05
T00021,C0145,P038,2024-01-11 09:47:21,2023-01-13,Wayne Stone,Asia,TechPro Vase,Home Decor,2,147.22,294.44,2024-01
T00032,C0109,P038,2024-11-07 01:47:33,2022-05-09,Abigail Jones,North America,TechPro Vase,Home Decor,4,147.22,588.88,2024-11
T00251,C0004,P038,2024-08-03 06:21:11,2022-10-09,Kathleen Rodriguez,South America,TechPro Vase,Home Decor,3,147.22,441.66,2024-08
T00323,C0082,P038,2024-09-22 07:51:55,2022-05-13,Aimee Taylor,South America,TechPro Vase,Home Decor,4,147.22,588.88,2024-09
T00374,C0181,P038,2024-12-27 17:31:24,2023-11-16,Alexander Barker,South America,TechPro Vase,Home Decor,2,147.22,294.44,2024-12
T00432,C0065,P038,2024-12-13 21:18:19,2024-07-10,Gerald Hines,North America,TechPro Vase,Home Decor,3,147.22,441.66,2024-12
T00434,C0025,P038,2024-05-09 03:14:51,2022-07-04,Gregory Odom,South America,TechPro Vase,Home Decor,4,147.22,588.88,2024-05
T00726,C0111,P038,2024-12-12 18:56:02,2024-11-13,Roger David,Europe,TechPro Vase,Home Decor,1,147.22,147.22,2024-12
T00728,C0160,P038,2024-02-08 22:57:38,2022-04-05,Jodi Cook,North America,TechPro Vase,Home Decor,1,147.22,147.22,2024-02
T00785,C0159,P038,2024-03-26 00:51:36,2022-08-06,Austin Miller,Asia,TechPro Vase,Home Decor,1,147.22,147.22,2024-03
T00814,C0093,P038,2024-09-08 16:26:03,2024-07-13,Nancy Walker,Asia,TechPro Vase,Home Decor,1,147.22,147.22,2024-09
T00863,C0008,P038,2024-11-08 20:46:29,2024-01-13,David Li,North America,TechPro Vase,Home Decor,1,147.22,147.22,2024-11
T00913,C0117,P038,2024-02-08 17:57:52,2024-11-22,Jeffrey Mcmahon,North America,TechPro Vase,Home Decor,1,147.22,147.22,2024-02
T00022,C0061,P085,2024-08-19 08:16:57,2023-03-06,Brandon Escobar,Europe,BookWorld Biography,Books,3,416.35,1249.05,2024-08
T00052,C0090,P085,2024-02-25 18:56:28,2023-10-17,Charles Hamilton,Asia,BookWorld Biography,Books,3,416.35,1249.05,2024-02
T00330,C0028,P085,2024-05-15 10:49:01,2024-06-29,Jennifer Pena,Asia,BookWorld Biography,Books,3,416.35,1249.05,2024-05
T00401,C0189,P085,2024-11-11 16:53:21,2024-01-22,Sherri Dixon,North America,BookWorld Biography,Books,3,416.35,1249.05,2024-11
T00435,C0037,P085,2024-05-16 16:00:40,2023-02-04,Linda Smith,Europe,BookWorld Biography,Books,4,416.35,1665.4,2024-05
T00475,C0145,P085,2024-09-28 22:39:52,2023-01-13,Wayne Stone,Asia,BookWorld Biography,Books,2,416.35,832.7,2024-09
T00504,C0021,P085,2024-04-05 03:20:25,2023-04-17,Robert Blanchard,Asia,BookWorld Biography,Books,1,416.35,416.35,2024-04
T00829,C0099,P085,2024-12-23 18:22:03,2023-01-29,Rodney Eaton,South America,BookWorld Biography,Books,4,416.35,1665.4,2024-12
T00023,C0012,P061,2024-06-18 10:55:39,2024-08-07,Kevin May,South America,HomeSense Desk Lamp,Home Decor,4,156.96,627.84,2024-06
T00128,C0167,P061,2024-10-01 14:05:25,2024-01-27,Brandy Welch,Europe,HomeSense Desk Lamp,Home Decor,3,156.96,470.88,2024-10
T00361,C0052,P061,2024-09-01 11:18:51,2024-02-20,Stanley Aguirre,South America,HomeSense Desk Lamp,Home Decor,4,156.96,627.84,2024-09
T00403,C0114,P061,2024-02-21 15:52:59,2024-11-18,Benjamin Anderson,Europe,HomeSense Desk Lamp,Home Decor,4,156.96,627.84,2024-02
T00422,C0163,P061,2024-05-11 07:45:26,2023-06-08,Tiffany Cain,South America,HomeSense Desk Lamp,Home Decor,3,156.96,470.88,2024-05
T00458,C0102,P061,2024-06-25 22:40:29,2022-09-16,Michael Atkinson,South America,HomeSense Desk Lamp,Home Decor,1,156.96,156.96,2024-06
T00476,C0119,P061,2024-02-07 04:03:23,2023-11-13,David Armstrong,Europe,HomeSense Desk Lamp,Home Decor,1,156.96,156.96,2024-02
T00553,C0038,P061,2024-12-12 18:55:55,2022-04-16,Jeffrey Perkins,North America,HomeSense Desk Lamp,Home Decor,1,156.96,156.96,2024-12
T00655,C0182,P061,2024-04-28 02:14:05,2024-12-28,Joshua Preston,Europe,HomeSense Desk Lamp,Home Decor,4,156.96,627.84,2024-04
T00696,C0065,P061,2024-03-05 18:21:47,2024-07-10,Gerald Hines,North America,HomeSense Desk Lamp,Home Decor,3,156.96,470.88,2024-03
T00731,C0200,P061,2024-07-15 20:36:28,2023-06-11,Kelly Cross,Asia,HomeSense Desk Lamp,Home Decor,4,156.96,627.84,2024-07
T00791,C0052,P061,2024-01-09 13:32:17,2024-02-20,Stanley Aguirre,South America,HomeSense Desk Lamp,Home Decor,2,156.96,313.92,2024-01
T00795,C0178,P061,2024-12-21 00:45:52,2023-11-19,Carol Williams,Asia,HomeSense Desk Lamp,Home Decor,1,156.96,156.96,2024-12
T00834,C0090,P061,2024-05-16 01:56:32,2023-10-17,Charles Hamilton,Asia,HomeSense Desk Lamp,Home Decor,3,156.96,470.88,2024-05
T00840,C0018,P061,2024-03-28 17:43:38,2024-09-21,Tyler Haynes,North America,HomeSense Desk Lamp,Home Decor,3,156.96,470.88,2024-03
T00869,C0081,P061,2023-12-30 15:29:12,2024-02-24,Kimberly Turner,Europe,HomeSense Desk Lamp,Home Decor,2,156.96,313.92,2023-12
T00024,C0006,P084,2024-06-13 10:35:07,2024-01-07,Brittany Palmer,South America,ActiveWear Wall Art,Home Decor,3,337.91,1013.73,2024-06
T00100,C0197,P084,2024-05-08 15:48:20,2023-03-21,Christina Harvey,Europe,ActiveWear Wall Art,Home Decor,3,337.91,1013.73,2024-05
T00202,C0100,P084,2024-01-31 14:10:21,2023-03-16,Clinton Gomez,Europe,ActiveWear Wall Art,Home Decor,1,337.91,337.91,2024-01
T00235,C0116,P084,2024-01-31 11:17:38,2024-09-11,James Martinez,North America,ActiveWear Wall Art,Home Decor,2,337.91,675.82,2024-01
T00265,C0122,P084,2024-03-19 00:50:12,2022-05-06,Corey Ruiz,North America,ActiveWear Wall Art,Home Decor,1,337.91,337.91,2024-03
T00346,C0149,P084,2024-04-09 16:45:10,2023-01-21,Tina Wilson,Europe,ActiveWear Wall Art,Home Decor,4,337.91,1351.64,2024-04
T00444,C0127,P084,2024-02-08 03:30:38,2024-04-04,Kathryn Stevens,Europe,ActiveWear Wall Art,Home Decor,1,337.91,337.91,2024-02
T00752,C0178,P084,2024-04-25 22:21:27,2023-11-19,Carol Williams,Asia,ActiveWear Wall Art,Home Decor,4,337.91,1351.64,2024-04
T00753,C0075,P084,2024-12-06 01:59:41,2023-05-01,Misty Higgins,Europe,ActiveWear Wall Art,Home Decor,4,337.91,1351.64,2024-12
T00862,C0106,P084,2024-05-06 07:02:05,2022-09-22,Amanda Mcguire,Asia,ActiveWear Wall Art,Home Decor,2,337.91,675.82,2024-05
T00940,C0059,P084,2024-09-14 15:29:16,2024-04-07,Mrs. Kimberly Wright,North America,ActiveWear Wall Art,Home Decor,4,337.91,1351.64,2024-09
T00958,C0026,P084,2024-10-07 21:52:59,2024-05-03,Sara Miller,North America,ActiveWear Wall Art,Home Decor,3,337.91,1013.73,2024-10
T00990,C0195,P084,2024-08-18 21:30:57,2024-09-17,Jeremy Mclaughlin,South America,ActiveWear Wall Art,Home Decor,2,337.91,675.82,2024-08
T00025,C0027,P003,2024-10-11 21:32:34,2022-11-09,Justin Heath,Asia,ComfortLiving Biography,Books,4,44.12,176.48,2024-10
T00102,C0153,P003,2024-07-20 16:04:49,2022-03-20,Justin Smith,South America,ComfortLiving Biography,Books,2,44.12,88.24,2024-07
T00242,C0178,P003,2024-10-08 06:27:20,2023-11-19,Carol Williams,Asia,ComfortLiving Biography,Books,1,44.12,44.12,2024-10
T00381,C0109,P003,2024-08-16 19:39:33,2022-05-09,Abigail Jones,North America,ComfortLiving Biography,Books,4,44.12,176.48,2024-08
T00430,C0135,P003,2024-05-16 03:37:41,2022-08-23,Toni Weaver,Europe,ComfortLiving Biography,Books,2,44.12,88.24,2024-05
T00574,C0172,P003,2024-07-23 20:01:12,2024-09-09,Jamie Webb,Europe,ComfortLiving Biography,Books,1,44.12,44.12,2024-07
T00600,C0101,P003,2024-01-02 11:26:51,2023-09-30,Kelsey Roberts,Asia,ComfortLiving Biography,Books,3,44.12,132.36,2024-01
T00633,C0137,P003,2024-03-20 23:29:34,2024-04-09,Robert Gardner,South America,ComfortLiving Biography,Books,3,44.12,132.36,2024-03
T00686,C0012,P003,2024-05-12 12:53:40,2024-08-07,Kevin May,South America,ComfortLiving Biography,Books,4,44.12,176.48,2024-05
T00826,C0169,P003,2024-07-20 11:22:47,2023-04-13,Jennifer Shaw,South America,ComfortLiving Biography,Books,2,44.12,88.24,2024-07
T00914,C0094,P003,2024-03-10 12:10:40,2023-09-16,Emily Trevino,North America,ComfortLiving Biography,Books,2,44.12,88.24,2024-03
T00991,C0111,P003,2024-01-26 22:34:43,2024-11-13,Roger David,Europe,ComfortLiving Biography,Books,3,44.12,132.36,2024-01
T00026,C0136,P051,2024-02-01 08:58:02,2024-03-14,Kristen Holder,Asia,ComfortLiving Desk Lamp,Home Decor,3,65.16,195.48,2024-02
T00044,C0046,P051,2024-03-09 09:06:10,2024-10-23,Beth Cardenas,North America,ComfortLiving Desk Lamp,Home Decor,3,65.16,195.48,2024-03
T00079,C0147,P051,2024-05-09 16:33:17,2022-05-16,Hunter Fuller,South America,ComfortLiving Desk Lamp,Home Decor,1,65.16,65.16,2024-05
T00169,C0152,P051,2024-06-09 15:20:30,2022-04-19,Justin Evans,South America,ComfortLiving Desk Lamp,Home Decor,1,65.16,65.16,2024-06
T00297,C0131,P051,2024-01-18 01:32:18,2022-06-05,Scott Wilson,North America,ComfortLiving Desk Lamp,Home Decor,3,65.16,195.48,2024-01
T00386,C0116,P051,2024-09-03 03:40:56,2024-09-11,James Martinez,North America,ComfortLiving Desk Lamp,Home Decor,4,65.16,260.64,2024-09
T00590,C0157,P051,2024-05-04 20:38:52,2024-01-30,Miguel Wong,North America,ComfortLiving Desk Lamp,Home Decor,2,65.16,130.32,2024-05
T00607,C0175,P051,2024-10-04 01:18:02,2022-04-16,Matthew Johnson,Asia,ComfortLiving Desk Lamp,Home Decor,4,65.16,260.64,2024-10
T00856,C0043,P051,2024-09-19 14:24:09,2023-02-05,Sandy Short MD,Asia,ComfortLiving Desk Lamp,Home Decor,2,65.16,130.32,2024-09
T00957,C0076,P051,2024-02-21 04:21:27,2024-02-11,Emily Roberts,South America,ComfortLiving Desk Lamp,Home Decor,3,65.16,195.48,2024-02
T00027,C0124,P086,2024-03-30 21:17:42,2024-08-26,Lindsay Perez,Europe,SoundWave Novel,Books,2,440.7,881.4,2024-03
T00069,C0021,P086,2024-01-13 00:48:20,2023-04-17,Robert Blanchard,Asia,SoundWave Novel,Books,4,440.7,1762.8,2024-01
T00193,C0041,P086,2024-06-10 11:46:13,2023-12-27,Lindsey Deleon,Europe,SoundWave Novel,Books,4,440.7,1762.8,2024-06
T00420,C0057,P086,2024-07-31 21:34:31,2024-07-27,Elizabeth Nguyen,Europe,SoundWave Novel,Books,4,440.7,1762.8,2024-07
T00493,C0126,P086,2024-11-28 19:01:58,2024-02-20,Caitlin Brown,South America,SoundWave Novel,Books,4,440.7,1762.8,2024-11
T00587,C0165,P086,2024-08-09 08:58:30,2022-04-09,Juan Mcdaniel,South America,SoundWave Novel,Books,4,440.7,1762.8,2024-08
T00691,C0171,P086,2024-01-13 11:31:31,2022-12-16,Michael Cowan,South America,SoundWave Novel,Books,3,440.7,1322.1,2024-01
T00813,C0006,P086,2024-10-07 04:07:35,2024-01-07,Brittany Palmer,South America,SoundWave Novel,Books,3,440.7,1322.1,2024-10
T00896,C0093,P086,2024-03-26 18:01:53,2024-07-13,Nancy Walker,Asia,SoundWave Novel,Books,1,440.7,440.7,2024-03
T00028,C0106,P047,2024-11-27 05:40:32,2022-09-22,Amanda Mcguire,Asia,ComfortLiving Cookware Set,Home Decor,2,159.33,318.66,2024-11
T00047,C0136,P047,2024-04-23 17:09:27,2024-03-14,Kristen Holder,Asia,ComfortLiving Cookware Set,Home Decor,4,159.33,637.32,2024-04
T00107,C0175,P047,2024-09-25 20:31:49,2022-04-16,Matthew Johnson,Asia,ComfortLiving Cookware Set,Home Decor,3,159.33,477.99,2024-09
T00197,C0075,P047,2024-02-21 11:11:20,2023-05-01,Misty Higgins,Europe,ComfortLiving Cookware Set,Home Decor,4,159.33,637.32,2024-02
T00352,C0046,P047,2024-09-09 04:31:40,2024-10-23,Beth Cardenas,North America,ComfortLiving Cookware Set,Home Decor,2,159.33,318.66,2024-09
T00443,C0128,P047,2024-05-26 08:08:36,2023-05-29,Henry Leach,Asia,ComfortLiving Cookware Set,Home Decor,2,159.33,318.66,2024-05
T00524,C0014,P047,2024-01-17 18:31:55,2024-06-22,Deborah Wilcox,Europe,ComfortLiving Cookware Set,Home Decor,2,159.33,318.66,2024-01
T00531,C0022,P047,2024-07-10 07:04:02,2023-10-27,Teresa Esparza,Asia,ComfortLiving Cookware Set,Home Decor,1,159.33,159.33,2024-07
T00539,C0159,P047,2024-12-13 17:21:14,2022-08-06,Austin Miller,Asia,ComfortLiving Cookware Set,Home Decor,4,159.33,637.32,2024-12
T00897,C0195,P047,2024-04-30 14:23:08,2024-09-17,Jeremy Mclaughlin,South America,ComfortLiving Cookware Set,Home Decor,3,159.33,477.99,2024-04
T00029,C0193,P068,2024-02-12 03:10:36,2023-02-03,Douglas Torres,Asia,TechPro Novel,Books,3,447.23,1341.69,2024-02
T00071,C0059,P068,2024-10-24 00:10:41,2024-04-07,Mrs. Kimberly Wright,North America,TechPro Novel,Books,1,447.23,447.23,2024-10
T00118,C0082,P068,2024-11-30 07:11:48,2022-05-13,Aimee Taylor,South America,TechPro Novel,Books,3,447.23,1341.69,2024-11
T00156,C0081,P068,2024-11-08 18:02:09,2024-02-24,Kimberly Turner,Europe,TechPro Novel,Books,1,447.23,447.23,2024-11
T00199,C0160,P068,2024-01-07 09:51:12,2022-04-05,Jodi Cook,North America,TechPro Novel,Books,1,447.23,447.23,2024-01
T00287,C0165,P068,2024-12-26 06:46:12,2022-04-09,Juan Mcdaniel,South America,TechPro Novel,Books,4,447.23,1788.92,2024-12
T00308,C0139,P068,2024-09-29 13:03:14,2022-03-14,Ricky Gutierrez,North America,TechPro Novel,Books,2,447.23,894.46,2024-09
T00425,C0008,P068,2024-08-01 14:20:03,2024-01-13,David Li,North America,TechPro Novel,Books,1,447.23,447.23,2024-08
T00447,C0035,P068,2024-09-30 17:00:33,2024-10-01,Brianna Richardson,North America,TechPro Novel,Books,3,447.23,1341.69,2024-09
T00450,C0104,P068,2024-08-23 02:14:14,2022-02-10,Laura Bennett,South America,TechPro Novel,Books,1,447.23,447.23,2024-08
T00833,C0187,P068,2024-01-09 11:36:08,2024-08-02,Kayla Kelly,South America,TechPro Novel,Books,3,447.23,1341.69,2024-01
T00030,C0185,P092,2024-08-20 05:30:54,2023-10-17,Kathleen Logan,North America,BookWorld Running Shoes,Clothing,3,389.2,1167.6,2024-08
T00340,C0098,P092,2024-07-02 05:35:21,2024-10-21,Laura Gilbert,North America,BookWorld Running Shoes,Clothing,2,389.2,778.4,2024-07
T00410,C0042,P092,2024-10-30 12:42:57,2023-03-15,Heather Riley,North America,BookWorld Running Shoes,Clothing,4,389.2,1556.8,2024-10
T00426,C0026,P092,2024-03-20 10:30:55,2024-05-03,Sara Miller,North America,BookWorld Running Shoes,Clothing,1,389.2,389.2,2024-03
T00439,C0141,P092,2024-07-01 14:11:51,2023-02-23,Paul Parsons,Europe,BookWorld Running Shoes,Clothing,4,389.2,1556.8,2024-07
T00618,C0103,P092,2024-03-04 04:39:40,2022-05-15,Jennifer Munoz,Europe,BookWorld Running Shoes,Clothing,1,389.2,389.2,2024-03
T00652,C0149,P092,2024-04-27 01:00:06,2023-01-21,Tina Wilson,Europe,BookWorld Running Shoes,Clothing,4,389.2,1556.8,2024-04
T00676,C0081,P092,2024-09-04 02:55:21,2024-02-24,Kimberly Turner,Europe,BookWorld Running Shoes,Clothing,4,389.2,1556.8,2024-09
T00678,C0142,P092,2024-12-24 20:00:42,2024-02-08,Nicole Long DVM,Asia,BookWorld Running Shoes,Clothing,3,389.2,1167.6,2024-12
T00031,C0093,P076,2024-08-31 18:20:26,2024-07-13,Nancy Walker,Asia,ActiveWear Jeans,Clothing,3,429.29,1287.87,2024-08
T00106,C0158,P076,2024-09-12 09:25:47,2023-04-12,Wendy Browning,South America,ActiveWear Jeans,Clothing,4,429.29,1717.16,2024-09
T00149,C0093,P076,2024-07-13 13:50:21,2024-07-13,Nancy Walker,Asia,ActiveWear Jeans,Clothing,4,429.29,1717.16,2024-07
T00240,C0113,P076,2024-01-24 02:35:57,2022-06-17,Joseph Ortiz Jr.,South America,ActiveWear Jeans,Clothing,1,429.29,429.29,2024-01
T00487,C0159,P076,2024-07-21 04:34:35,2022-08-06,Austin Miller,Asia,ActiveWear Jeans,Clothing,3,429.29,1287.87,2024-07
T00614,C0042,P076,2024-04-28 14:38:55,2023-03-15,Heather Riley,North America,ActiveWear Jeans,Clothing,1,429.29,429.29,2024-04
T00694,C0188,P076,2024-06-30 08:52:10,2022-05-17,Anna Ball,South America,ActiveWear Jeans,Clothing,4,429.29,1717.16,2024-06
T00709,C0175,P076,2024-09-30 05:29:31,2022-04-16,Matthew Johnson,Asia,ActiveWear Jeans,Clothing,1,429.29,429.29,2024-09
T00754,C0143,P076,2024-01-30 13:30:24,2024-05-27,Brian Parker,Asia,ActiveWear Jeans,Clothing,3,429.29,1287.87,2024-01
T00894,C0155,P076,2024-09-12 09:37:09,2023-03-23,Michelle Brown,South America,ActiveWear Jeans,Clothing,2,429.29,858.58,2024-09
T00033,C0099,P036,2024-12-17 22:52:47,2023-01-29,Rodney Eaton,South America,BookWorld Jacket,Clothing,2,372.55,745.1,2024-12
T00080,C0139,P036,2024-04-09 07:47:04,2022-03-14,Ricky Gutierrez,North America,BookWorld Jacket,Clothing,1,372.55,372.55,2024-04
T00312,C0092,P036,2024-01-27 16:35:59,2024-05-29,Jacqueline Zamora,Asia,BookWorld Jacket,Clothing,1,372.55,372.55,2024-01
T00316,C0141,P036,2024-12-03 18:01:55,2023-02-23,Paul Parsons,Europe,BookWorld Jacket,Clothing,2,372.55,745.1,2024-12
T00376,C0092,P036,2024-10-21 04:58:32,2024-05-29,Jacqueline Zamora,Asia,BookWorld Jacket,Clothing,4,372.55,1490.2,2024-10
T00407,C0067,P036,2024-10-17 02:10:15,2023-07-06,Carl Gonzalez,North America,BookWorld Jacket,Clothing,1,372.55,372.55,2024-10
T00469,C0083,P036,2024-04-14 12:03:56,2022-04-07,Christina Stark,South America,BookWorld Jacket,Clothing,1,372.55,372.55,2024-04
T00517,C0010,P036,2024-11-16 18:14:23,2022-12-15,Aaron Cox,Europe,BookWorld Jacket,Clothing,3,372.55,1117.65,2024-11
T00616,C0101,P036,2024-12-07 12:23:24,2023-09-30,Kelsey Roberts,Asia,BookWorld Jacket,Clothing,2,372.55,745.1,2024-12
T00659,C0013,P036,2024-11-03 05:30:39,2024-05-19,Lauren Buchanan,South America,BookWorld Jacket,Clothing,3,372.55,1117.65,2024-11
T00690,C0029,P036,2024-12-26 01:49:16,2022-04-16,Erin Manning,North America,BookWorld Jacket,Clothing,3,372.55,1117.65,2024-12
T00925,C0093,P036,2024-04-04 03:50:45,2024-07-13,Nancy Walker,Asia,BookWorld Jacket,Clothing,1,372.55,372.55,2024-04
T00036,C0035,P013,2024-01-17 12:40:30,2024-10-01,Brianna Richardson,North America,BookWorld Smartwatch,Electronics,1,114.2,114.2,2024-01
T00097,C0045,P013,2024-06-08 14:47:32,2022-02-25,Michael Williams,Asia,BookWorld Smartwatch,Electronics,4,114.2,456.8,2024-06
T00144,C0084,P013,2024-01-24 09:21:15,2024-09-17,Belinda Garner,Asia,BookWorld Smartwatch,Electronics,1,114.2,114.2,2024-01
T00201,C0118,P013,2024-11-14 13:58:43,2022-01-22,Jacob Holt,South America,BookWorld Smartwatch,Electronics,1,114.2,114.2,2024-11
T00498,C0039,P013,2024-10-27 05:26:27,2024-10-13,Angela Harris,South America,BookWorld Smartwatch,Electronics,1,114.2,114.2,2024-10
T00544,C0075,P013,2024-06-13 07:28:26,2023-05-01,Misty Higgins,Europe,BookWorld Smartwatch,Electronics,3,114.2,342.6,2024-06
T00560,C0069,P013,2024-05-09 09:15:59,2023-12-03,Stacy Foster,Europe,BookWorld Smartwatch,Electronics,3,114.2,342.6,2024-05
T00697,C0084,P013,2024-10-16 06:10:29,2024-09-17,Belinda Garner,Asia,BookWorld Smartwatch,Electronics,3,114.2,342.6,2024-10
T00738,C0157,P013,2024-03-19 16:14:11,2024-01-30,Miguel Wong,North America,BookWorld Smartwatch,Electronics,3,114.2,342.6,2024-03
T00803,C0197,P013,2024-01-13 04:52:09,2023-03-21,Christina Harvey,Europe,BookWorld Smartwatch,Electronics,4,114.2,456.8,2024-01
T00919,C0091,P013,2024-03-10 12:56:52,2023-03-16,Lisa Kirk,South America,BookWorld Smartwatch,Electronics,3,114.2,342.6,2024-03
T00038,C0084,P058,2024-09-05 08:46:22,2024-09-17,Belinda Garner,Asia,ActiveWear Textbook,Books,2,157.62,315.24,2024-09
T00124,C0076,P058,2024-02-07 01:32:26,2024-02-11,Emily Roberts,South America,ActiveWear Textbook,Books,3,157.62,472.86,2024-02
T00227,C0049,P058,2024-04-25 18:50:36,2024-09-18,Jason Yates,North America,ActiveWear Textbook,Books,2,157.62,315.24,2024-04
T00365,C0102,P058,2024-04-09 18:48:11,2022-09-16,Michael Atkinson,South America,ActiveWear Textbook,Books,4,157.62,630.48,2024-04
T00404,C0022,P058,2024-09-17 15:12:23,2023-10-27,Teresa Esparza,Asia,ActiveWear Textbook,Books,2,157.62,315.24,2024-09
T00416,C0152,P058,2024-01-13 10:46:55,2022-04-19,Justin Evans,South America,ActiveWear Textbook,Books,1,157.62,157.62,2024-01
T00471,C0102,P058,2024-01-12 17:34:27,2022-09-16,Michael Atkinson,South America,ActiveWear Textbook,Books,4,157.62,630.48,2024-01
T00566,C0139,P058,2024-07-30 11:43:57,2022-03-14,Ricky Gutierrez,North America,ActiveWear Textbook,Books,2,157.62,315.24,2024-07
T00662,C0118,P058,2024-11-08 12:43:10,2022-01-22,Jacob Holt,South America,ActiveWear Textbook,Books,1,157.62,157.62,2024-11
T00667,C0047,P058,2024-04-26 14:16:50,2024-03-22,Samantha Frank,North America,ActiveWear Textbook,Books,2,157.62,315.24,2024-04
T00681,C0153,P058,2024-09-05 07:22:52,2022-03-20,Justin Smith,South America,ActiveWear Textbook,Books,4,157.62,630.48,2024-09
T00824,C0156,P058,2024-05-20 12:30:20,2023-08-19,William Adams,North America,ActiveWear Textbook,Books,1,157.62,157.62,2024-05
T00981,C0112,P058,2024-07-10 02:32:56,2022-07-07,Brian Adkins,South America,ActiveWear Textbook,Books,4,157.62,630.48,2024-07
T00039,C0056,P050,2024-10-16 01:04:33,2024-04-12,Erika Fernandez,Asia,ActiveWear Smartwatch,Electronics,2,437.65,875.3,2024-10
T00191,C0172,P050,2024-11-21 12:52:03,2024-09-09,Jamie Webb,Europe,ActiveWear Smartwatch,Electronics,1,437.65,437.65,2024-11
T00328,C0085,P050,2024-09-04 11:39:30,2024-09-22,Richard Brown,South America,ActiveWear Smartwatch,Electronics,3,437.65,1312.95,2024-09
T00345,C0140,P050,2024-08-07 09:24:39,2023-07-01,Gregory Estrada,Asia,ActiveWear Smartwatch,Electronics,4,437.65,1750.6,2024-08
T00362,C0096,P050,2024-01-31 07:07:22,2022-11-18,Benjamin Mcclure,South America,ActiveWear Smartwatch,Electronics,2,437.65,875.3,2024-01
T00542,C0098,P050,2024-04-17 00:48:43,2024-10-21,Laura Gilbert,North America,ActiveWear Smartwatch,Electronics,1,437.65,437.65,2024-04
T00718,C0007,P050,2024-02-20 09:22:52,2022-06-18,Paul Graves,Asia,ActiveWear Smartwatch,Electronics,1,437.65,437.65,2024-02
T00770,C0181,P050,2024-09-16 21:24:16,2023-11-16,Alexander Barker,South America,ActiveWear Smartwatch,Electronics,2,437.65,875.3,2024-09
T00859,C0162,P050,2024-01-11 14:19:36,2022-03-29,Edwin Watson,Asia,ActiveWear Smartwatch,Electronics,3,437.65,1312.95,2024-01
T00902,C0009,P050,2024-10-12 04:57:16,2023-08-14,Joy Clark,Europe,ActiveWear Smartwatch,Electronics,1,437.65,437.65,2024-10
T00904,C0155,P050,2024-01-17 03:47:03,2023-03-23,Michelle Brown,South America,ActiveWear Smartwatch,Electronics,1,437.65,437.65,2024-01
T00979,C0112,P050,2024-05-08 03:42:39,2022-07-07,Brian Adkins,South America,ActiveWear Smartwatch,Electronics,3,437.65,1312.95,2024-05
T00984,C0156,P050,2024-05-04 11:33:18,2023-08-19,William Adams,North America,ActiveWear Smartwatch,Electronics,4,437.65,1750.6,2024-05
T00040,C0177,P030,2024-06-27 19:13:16,2024-06-01,Julia Kelly,Asia,ActiveWear Cookbook,Books,4,277.86,1111.44,2024-06
T00268,C0170,P030,2024-05-20 10:53:24,2023-09-13,Logan Harris,Europe,ActiveWear Cookbook,Books,1,277.86,277.86,2024-05
T00303,C0085,P030,2024-10-11 20:08:31,2024-09-22,Richard Brown,South America,ActiveWear Cookbook,Books,1,277.86,277.86,2024-10
T00491,C0136,P030,2024-06-07 08:52:46,2024-03-14,Kristen Holder,Asia,ActiveWear Cookbook,Books,4,277.86,1111.44,2024-06
T00511,C0081,P030,2024-05-26 05:56:36,2024-02-24,Kimberly Turner,Europe,ActiveWear Cookbook,Books,3,277.86,833.58,2024-05
T00604,C0011,P030,2024-08-10 15:04:27,2022-12-12,Bryan Mathews,South America,ActiveWear Cookbook,Books,1,277.86,277.86,2024-08
T00647,C0018,P030,2024-08-03 19:15:23,2024-09-21,Tyler Haynes,North America,ActiveWear Cookbook,Books,4,277.86,1111.44,2024-08
T00810,C0046,P030,2024-01-06 13:22:36,2024-10-23,Beth Cardenas,North America,ActiveWear Cookbook,Books,1,277.86,277.86,2024-01
T00938,C0087,P030,2024-02-21 18:51:05,2024-04-11,Travis Campbell,South America,ActiveWear Cookbook,Books,3,277.86,833.58,2024-02
T00042,C0189,P025,2024-12-21 02:16:46,2024-01-22,Sherri Dixon,North America,ActiveWear Cookware Set,Home Decor,2,284.62,569.24,2024-12
T00074,C0041,P025,2024-03-10 02:20:47,2023-12-27,Lindsey Deleon,Europe,ActiveWear Cookware Set,Home Decor,3,284.62,853.86,2024-03
T00304,C0174,P025,2024-12-12 13:59:40,2022-11-03,Tracy Steele,South America,ActiveWear Cookware Set,Home Decor,1,284.62,284.62,2024-12
T00331,C0005,P025,2024-05-05 13:03:41,2022-08-15,Laura Weber,Asia,ActiveWear Cookware Set,Home Decor,3,284.62,853.86,2024-05
T00456,C0004,P025,2024-12-12 03:38:36,2022-10-09,Kathleen Rodriguez,South America,ActiveWear Cookware Set,Home Decor,2,284.62,569.24,2024-12
T00462,C0003,P025,2024-06-03 19:17:36,2024-03-07,Michael Rivera,South America,ActiveWear Cookware Set,Home Decor,3,284.62,853.86,2024-06
